ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,subject,split,count
egoclip-374,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C touches the fabric,touches the fabric,,,,touch,fabric,touch,camera_wearer,full,413
egoclip-375,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the magazine.,looks at the magazine,,,,look,magazine,look,camera_wearer,full,412
egoclip-376,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c looks at the shelf,looks at the shelf,,,,look,shelf,look,camera_wearer,full,411
egoclip-377,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks in the garden,walks in the garden,,,,walk,garden,walk,camera_wearer,full,411
egoclip-378,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C scoops cement,scoops cement,,,,scoop,cement,scoop,camera_wearer,full,411
egoclip-379,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C arranges the cards,arranges the cards,,,,arrange,cards,arrange,camera_wearer,full,411
egoclip-380,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A man x interacts with c,man x interacts with c,,,,man,interacts,man,other_person,full,409
egoclip-381,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads the paper,reads the paper,,,,read,paper,read,camera_wearer,full,408
egoclip-382,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at man Z,looks at man z,,,,look,man,look,camera_wearer,full,408
egoclip-383,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with the woman X.,converses with the woman x,,,,converse,woman,converse,camera_wearer,full,407
egoclip-384,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds a cloth,holds a cloth,,,,hold,cloth,hold,camera_wearer,full,407
egoclip-385,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C turns the cloth,turns the cloth,,,,turn,cloth,turn,camera_wearer,full,407
egoclip-386,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C raises his right hand,raises his right hand,,,,raise,right,raise,camera_wearer,full,405
egoclip-387,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks up a card,picks up a card,,,,pick,card,pick,camera_wearer,full,405
egoclip-388,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a lid,picks a lid,,,,pick,lid,pick,camera_wearer,full,404
egoclip-389,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the thread,holds the thread,,,,hold,thread,hold,camera_wearer,full,404
egoclip-390,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C plasters the wall,plasters the wall,,,,plaster,wall,plaster,camera_wearer,full,403
egoclip-391,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rubs hands,rubs hands,,,,rub,hands,rub,camera_wearer,full,402
egoclip-392,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens door,opens door,,,,open,door,open,camera_wearer,full,402
egoclip-393,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the brick,picks the brick,,,,pick,brick,pick,camera_wearer,full,400
egoclip-394,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#CC cuts grass with a lawn mower,cuts grass with a lawn mower,,,,cut,grass,cut,camera_wearer,full,399
egoclip-395,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C places a card on the table,places a card on the table,,,,place,card,place,camera_wearer,full,398
egoclip-396,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C wipes the table,wipes the table,,,,wipe,table,wipe,camera_wearer,full,397
egoclip-397,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks wood,picks wood,,,,pick,wood,pick,camera_wearer,full,397
egoclip-398,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c picks the lid,picks the lid,,,,pick,lid,pick,camera_wearer,full,396
egoclip-399,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Picks the bowl,picks the bowl,,,,pick,bowl,pick,camera_wearer,full,396
egoclip-400,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts cards on the table,puts cards on the table,,,,put,cards,put,camera_wearer,full,396
egoclip-401,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A man Y looks around,man y looks around,,,,man,looks,man,other_person,full,392
egoclip-402,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens the box,opens the box,,,,open,box,open,camera_wearer,full,392
egoclip-403,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at the phone,stares at the phone,,,,stare,phone,stare,camera_wearer,full,392
egoclip-404,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C paints on a paper,paints on a paper,,,,paint,paper,paint,camera_wearer,full,392
egoclip-405,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the construction site,looks around the construction site,,,,look,construction,look,camera_wearer,full,390
egoclip-406,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves her hand forwards,moves her hand forwards,,,,move,hand,move,camera_wearer,full,387
egoclip-407,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C c catches the ball,catches the ball,,,,catch,ball,catch,camera_wearer,full,387
egoclip-408,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stretches the thread,stretches the thread,,,,stretch,thread,stretch,camera_wearer,full,386
egoclip-409,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A person X talks to C,person x talks to c,,,,person,talks,person,other_person,full,385
egoclip-410,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C presses the phone,presses the phone,,,,press,phone,press,camera_wearer,full,382
egoclip-411,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C drops the wood.,drops the wood,,,,drop,wood,drop,camera_wearer,full,380
egoclip-412,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts both hands.,lifts both hands,,,,lift,both,lift,camera_wearer,full,378
egoclip-413,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads the music paper,reads the music paper,,,,read,music,read,camera_wearer,full,378
egoclip-414,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a cup,picks a cup,,,,pick,cup,pick,camera_wearer,full,377
egoclip-415,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C operates the computer,operates the computer,,,,operate,computer,operate,camera_wearer,full,377
egoclip-416,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks ahead,walks ahead,,,,walk,ahead,walk,camera_wearer,full,377
egoclip-417,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C closes the cupboard,closes the cupboard,,,,close,cupboard,close,camera_wearer,full,375
egoclip-418,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C uses his phone,uses his phone,,,,use,phone,use,camera_wearer,full,375
egoclip-419,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a box,picks a box,,,,pick,box,pick,camera_wearer,full,374
egoclip-420,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C touches the cloth,touches the cloth,,,,touch,cloth,touch,camera_wearer,full,374
egoclip-421,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C turns the wood,turns the wood,,,,turn,wood,turn,camera_wearer,full,373
egoclip-422,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the floor,looks at the floor,,,,look,floor,look,camera_wearer,full,373
egoclip-423,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O woman Y talks to C,woman y talks to c,,,,woman,talks,woman,other_person,full,373
egoclip-424,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the pen.,picks the pen,,,,pick,pen,pick,camera_wearer,full,372
egoclip-425,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stretches the cloth,stretches the cloth,,,,stretch,cloth,stretch,camera_wearer,full,371
egoclip-426,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks to the kitchen.,walks to the kitchen,,,,walk,kitchen,walk,camera_wearer,full,370
egoclip-427,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stops painting,stops painting,,,,stop,painting,stop,camera_wearer,full,369
egoclip-428,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Looks around a supermarket,looks around a supermarket,,,,look,supermarket,look,camera_wearer,full,369
egoclip-429,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C raises her hand,raises her hand,,,,raise,hand,raise,camera_wearer,full,368
egoclip-430,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at the television,stares at the television,,,,stare,television,stare,camera_wearer,full,368
egoclip-431,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Adjusts a camera,adjusts a camera,,,,adjust,camera,adjust,camera_wearer,full,367
egoclip-432,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C cuts the paper,cuts the paper,,,,cut,paper,cut,camera_wearer,full,367
egoclip-433,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C knits a fabric with knitting needles,knits a fabric with knitting needles,,,,knit,fabric,knit,camera_wearer,full,367
egoclip-434,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rides a bicycle on the road,rides a bicycle on the road,,,,ride,bicycle,ride,camera_wearer,full,367
egoclip-435,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lowers hand,lowers hand,,,,lower,hand,lower,camera_wearer,full,366
egoclip-436,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the iron box,picks the iron box,,,,pick,iron,pick,camera_wearer,full,365
egoclip-437,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the phone on the table,puts the phone on the table,,,,put,phone,put,camera_wearer,full,364
egoclip-438,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C interacts with woman X,interacts with woman x,,,,interact,woman,interact,camera_wearer,full,364
egoclip-439,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the apartment,looks around the apartment,,,,look,apartment,look,camera_wearer,full,364
egoclip-440,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Rolls the thread around the crochet,rolls the thread around the crochet,,,,roll,thread,roll,camera_wearer,full,363
egoclip-441,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the cards,holds the cards,,,,hold,cards,hold,camera_wearer,full,362
egoclip-442,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C operates a mobile phone,operates a mobile phone,,,,operate,mobile,operate,camera_wearer,full,362
egoclip-443,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks around the building,walks around the building,,,,walk,building,walk,camera_wearer,full,362
egoclip-444,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C paints the ceiling,paints the ceiling,,,,paint,ceiling,paint,camera_wearer,full,362
egoclip-445,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C raises his left hand,raises his left hand,,,,raise,left,raise,camera_wearer,full,361
egoclip-446,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C scoops food,scoops food,,,,scoop,food,scoop,camera_wearer,full,361
egoclip-447,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves the camera around,moves the camera around,,,,move,camera,move,camera_wearer,full,360
egoclip-448,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C The man X interacts with C.,the man x interacts with c,,,,the,man,the,camera_wearer,full,359
egoclip-449,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c talks with x,talks with x,,,,talk,x,talk,camera_wearer,full,359
egoclip-450,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts card down,puts card down,,,,put,card,put,camera_wearer,full,359
egoclip-451,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves hand up,moves hand up,,,,move,hand,move,camera_wearer,full,356
egoclip-452,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Looks around a garage,looks around a garage,,,,look,garage,look,camera_wearer,full,356
egoclip-453,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads book,reads book,,,,read,book,read,camera_wearer,full,356
egoclip-454,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C scoops cement with a trowel,scoops cement with a trowel,,,,scoop,cement,scoop,camera_wearer,full,356
egoclip-455,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C turns the fabric,turns the fabric,,,,turn,fabric,turn,camera_wearer,full,355
egoclip-456,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O man X walks,man x walks,,,,man,walks,man,other_person,full,354
egoclip-457,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads a magazine,reads a magazine,,,,read,magazine,read,camera_wearer,full,352
egoclip-458,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O man A talks,man a talks,,,,man,talks,man,other_person,full,352
egoclip-459,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rubs his hands on the ground,rubs his hands on the ground,,,,rub,hands,rub,camera_wearer,full,352
egoclip-460,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C writes on a book,writes on a book,,,,write,book,write,camera_wearer,full,350
egoclip-461,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C knits the cloth,knits the cloth,,,,knit,cloth,knit,camera_wearer,full,350
egoclip-462,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks ahead,looks ahead,,,,look,ahead,look,camera_wearer,full,349
egoclip-463,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks in the store,walks in the store,,,,walk,store,walk,camera_wearer,full,348
egoclip-464,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C uses gestures,uses gestures,,,,use,gestures,use,camera_wearer,full,347
egoclip-465,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks phone,picks phone,,,,pick,phone,pick,camera_wearer,full,345
egoclip-466,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rubs his hands together.,rubs his hands together,,,,rub,hands,rub,camera_wearer,full,343
egoclip-467,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks out of the room,walks out of the room,,,,walk,room,walk,camera_wearer,full,343
egoclip-468,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the clothes,looks at the clothes,,,,look,clothes,look,camera_wearer,full,343
egoclip-469,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the book in the shelf,puts the book in the shelf,,,,put,book,put,camera_wearer,full,342
egoclip-470,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a towel,picks a towel,,,,pick,towel,pick,camera_wearer,full,341
egoclip-471,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the tablet,looks at the tablet,,,,look,tablet,look,camera_wearer,full,340
egoclip-472,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a wood,picks a wood,,,,pick,wood,pick,camera_wearer,full,340
egoclip-473,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a metal,picks a metal,,,,pick,metal,pick,camera_wearer,full,339
egoclip-474,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks in the building,walks in the building,,,,walk,building,walk,camera_wearer,full,339
egoclip-475,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts card on the table,puts card on the table,,,,put,card,put,camera_wearer,full,338
egoclip-476,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C wipes the hands,wipes the hands,,,,wipe,hands,wipe,camera_wearer,full,337
egoclip-477,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads the manual,reads the manual,,,,read,manual,read,camera_wearer,full,336
egoclip-478,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts a hand,lifts a hand,,,,lift,hand,lift,camera_wearer,full,335
egoclip-479,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#x x talks with c,talks with c,,,,talk,c,talk,other,full,335
egoclip-480,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C takes a book,takes a book,,,,take,book,take,camera_wearer,full,335
egoclip-481,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves the legs.,moves the legs,,,,move,legs,move,camera_wearer,full,334
egoclip-482,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Talks to woman Y,talks to woman y,,,,talk,woman,talk,camera_wearer,full,334
egoclip-483,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the colleagues,looks at the colleagues,,,,look,colleagues,look,camera_wearer,full,334
egoclip-484,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c touches phone,touches phone,,,,touch,phone,touch,camera_wearer,full,333
egoclip-485,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a brush,picks a brush,,,,pick,brush,pick,camera_wearer,full,333
egoclip-486,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a flower,picks a flower,,,,pick,flower,pick,camera_wearer,full,333
egoclip-487,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at the floor,stares at the floor,,,,stare,floor,stare,camera_wearer,full,332
egoclip-488,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves left hand,moves left hand,,,,move,left,move,camera_wearer,full,332
egoclip-489,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks knife.,picks knife,,,,pick,knife,pick,camera_wearer,full,331
egoclip-490,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C climbs the ladder,climbs the ladder,,,,climb,ladder,climb,camera_wearer,full,331
egoclip-491,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a dough,picks a dough,,,,pick,dough,pick,camera_wearer,full,331
egoclip-492,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C irons the shirt.,irons the shirt,,,,iron,shirt,iron,camera_wearer,full,331
egoclip-493,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C measures the wood,measures the wood,,,,measure,wood,measure,camera_wearer,full,330
egoclip-494,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A lady X talks with C,lady x talks with c,,,,lady,talks,lady,other_person,full,329
egoclip-495,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at lady X,looks at lady x,,,,look,lady,look,camera_wearer,full,329
egoclip-496,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C draws on a book.,draws on a book,,,,draw,book,draw,camera_wearer,full,329
egoclip-497,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C A motorcycle rides past C,motorcycle rides past c,,,,motorcycle,rides,motorcycle,camera_wearer,full,329
egoclip-498,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rolls the dough with a rolling pin,rolls the dough with a rolling pin,,,,roll,dough,roll,camera_wearer,full,328
egoclip-499,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the paper on the table,puts the paper on the table,,,,put,paper,put,camera_wearer,full,327
